Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,name,platform,meta_score,user_score
7819,Spider-Man: Shattered Dimensions,DS,2010.0,Action,Activision,0.17,0.01,0.0,0.01,0.19,Spider-Man: Shattered Dimensions,DS,73.0,8.1
7828,Tom Clancy's Splinter Cell: Blacklist,PC,2013.0,Action,Ubisoft,0.04,0.13,0.0,0.03,0.19,Tom Clancy's Splinter Cell: Blacklist,PC,82.0,7.5
7838,Naruto: Ninja Destiny,DS,2006.0,Fighting,Namco Bandai Games,0.02,0.01,0.16,0.0,0.19,Naruto: Ninja Destiny,DS,61.0,4.7
7845,Death Jr.,PSP,2005.0,Platform,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.19,Death Jr.,PSP,61.0,7.6
7869,Squeeballs Party,Wii,2009.0,Puzzle,Performance Designed Products,0.18,0.0,0.0,0.01,0.19,Squeeballs Party,Wii,59.0,7.8
7874,Saints Row IV,PC,2013.0,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,Saints Row IV,PC,86.0,7.4
7889,Tamagotchi Party On!,Wii,2006.0,Misc,Namco Bandai Games,0.12,0.0,0.06,0.01,0.19,Tamagotchi Party On!,Wii,37.0,3.4
7923,Arcania: Gothic 4,PC,2010.0,Role-Playing,JoWood Productions,0.09,0.08,0.0,0.02,0.19,Arcania: Gothic 4,PC,63.0,4.0
7924,Mushroom Men: The Spore Wars,Wii,2008.0,Action,SouthPeak Games,0.17,0.01,0.0,0.01,0.19,Mushroom Men: The Spore Wars,Wii,72.0,8.8
7928,SoulCalibur Legends,Wii,2007.0,Action,Namco Bandai Games,0.16,0.01,0.0,0.01,0.19,SoulCalibur Legends,Wii,52.0,5.5
7932,F1 2011,PC,2011.0,Racing,Codemasters,0.0,0.15,0.0,0.04,0.19,F1 2011,PC,83.0,7.3
7936,The Munchables,Wii,2009.0,Action,Namco Bandai Games,0.17,0.0,0.0,0.01,0.19,The Munchables,Wii,71.0,7.4
7938,Chibi-Robo! Park Patrol,DS,2007.0,Adventure,Unknown,0.0,0.0,0.19,0.0,0.19,Chibi-Robo! Park Patrol,DS,78.0,7.7
7943,One Piece: Unlimited Adventure,Wii,2007.0,Adventure,Namco Bandai Games,0.07,0.0,0.11,0.01,0.19,One Piece: Unlimited Adventure,Wii,67.0,8.3
7950,Disney's Meet the Robinsons,Wii,2007.0,Action,Disney Interactive Studios,0.17,0.0,0.0,0.01,0.19,Disney's Meet the Robinsons,Wii,62.0,6.3
7951,Call of Duty: World at War,PC,2008.0,Shooter,Activision,0.02,0.13,0.0,0.03,0.19,Call of Duty: World at War,PC,83.0,7.7
7970,WWE SmackDown vs. Raw 2009,DS,2008.0,Fighting,THQ,0.15,0.02,0.0,0.01,0.19,WWE SmackDown vs. Raw 2009,DS,58.0,8.1
7982,Dragon Blade: Wrath of Fire,Wii,2007.0,Action,D3Publisher,0.17,0.0,0.0,0.01,0.19,Dragon Blade: Wrath of Fire,Wii,51.0,7.2
7986,Samurai Warriors: State of War,PSP,2005.0,Action,Tecmo Koei,0.07,0.0,0.11,0.01,0.19,Samurai Warriors: State of War,PSP,64.0,6.4
7998,The Lord of the Rings: War in the North,PC,2011.0,Action,Warner Bros. Interactive Entertainment,0.04,0.11,0.0,0.03,0.18,The Lord of the Rings: War in the North,PC,66.0,7.2
8013,NBA Live 08,Wii,2007.0,Sports,Electronic Arts,0.17,0.0,0.0,0.02,0.18,NBA Live 08,Wii,52.0,7.1
8015,Half-Minute Hero,PSP,2009.0,Role-Playing,Rising Star Games,0.08,0.02,0.07,0.02,0.18,Half-Minute Hero,PSP,84.0,8.0
8024,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005.0,Action,Disney Interactive Studios,0.15,0.02,0.0,0.01,0.18,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,65.0,8.0
8026,Naruto Shippuden: Dragon Blade Chronicles,Wii,2009.0,Action,505 Games,0.11,0.02,0.05,0.01,0.18,Naruto Shippuden: Dragon Blade Chronicles,Wii,38.0,3.2
8029,Evolve,PC,2015.0,Shooter,Take-Two Interactive,0.07,0.1,0.0,0.01,0.18,Evolve,PC,77.0,4.3
8032,de Blob 2,Wii,2011.0,Platform,THQ,0.11,0.06,0.0,0.02,0.18,de Blob 2,Wii,79.0,8.0
8035,Borderlands,PC,2009.0,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.04,0.18,Borderlands,PC,81.0,7.6
8038,Ghostbusters: The Video Game,PSP,2009.0,Action,Atari,0.16,0.01,0.0,0.02,0.18,Ghostbusters: The Video Game,PSP,54.0,4.7
8041,Alone in the Dark,Wii,2008.0,Adventure,Atari,0.09,0.08,0.0,0.02,0.18,Alone in the Dark,Wii,39.0,4.5
8046,Trauma Team,Wii,,Simulation,Unknown,0.15,0.0,0.02,0.01,0.18,Trauma Team,Wii,82.0,8.3
8058,Driver: San Francisco,PC,2011.0,Racing,Ubisoft,0.05,0.1,0.0,0.03,0.18,Driver: San Francisco,PC,80.0,7.3
8061,Let's TAP,Wii,2008.0,Misc,Sega,0.09,0.06,0.01,0.02,0.18,Let's TAP,Wii,70.0,6.7
8077,Dying Light,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.11,0.06,0.0,0.02,0.18,Dying Light,PC,75.0,8.1
8092,Spider-Man: Friend or Foe,PSP,2007.0,Action,Activision,0.16,0.0,0.0,0.01,0.18,Spider-Man: Friend or Foe,PSP,58.0,5.2
8096,FIFA Soccer 11,PC,2010.0,Sports,Electronic Arts,0.0,0.14,0.0,0.04,0.18,FIFA Soccer 11,PC,83.0,7.6
8097,LEGO Marvel Super Heroes,PC,2013.0,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.02,0.18,LEGO Marvel Super Heroes,PC,78.0,8.1
8109,Burnout Legends,DS,2005.0,Racing,Electronic Arts,0.15,0.02,0.0,0.01,0.18,Burnout Legends,DS,38.0,5.9
8116,Aliens: Colonial Marines,PC,2013.0,Shooter,Sega,0.1,0.06,0.0,0.02,0.18,Aliens: Colonial Marines,PC,45.0,3.6
8119,Dark Souls II,PC,2014.0,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.02,0.18,Dark Souls II,PC,91.0,7.2
8129,Tom Clancy's Ghost Recon: Future Soldier,PC,2012.0,Shooter,Ubisoft,0.05,0.1,0.0,0.03,0.18,Tom Clancy's Ghost Recon: Future Soldier,PC,71.0,5.2
8131,Aliens: Infestation,DS,2011.0,Action,Sega,0.1,0.06,0.0,0.02,0.18,Aliens: Infestation,DS,76.0,8.1
8132,Brink,PC,2011.0,Shooter,Bethesda Softworks,0.06,0.09,0.0,0.03,0.18,Brink,PC,70.0,6.0
8136,FIFA 16,PC,2015.0,Sports,Electronic Arts,0.04,0.13,0.0,0.01,0.18,FIFA 16,PC,81.0,4.6
8150,Mercury Meltdown Revolution,Wii,2007.0,Action,Ignition Entertainment,0.16,0.0,0.0,0.01,0.18,Mercury Meltdown Revolution,Wii,77.0,7.6
8178,Driver: San Francisco,Wii,2011.0,Racing,Ubisoft,0.06,0.09,0.0,0.02,0.18,Driver: San Francisco,Wii,64.0,6.6
8184,Pac-Man World 3,DS,2005.0,Platform,Namco Bandai Games,0.16,0.0,0.0,0.01,0.18,Pac-Man World 3,DS,44.0,6.7
8188,Star Wars: Battlefront II,PC,2005.0,Shooter,LucasArts,0.02,0.13,0.0,0.03,0.18,Star Wars: Battlefront II,PC,78.0,8.6
8207,Castlevania Judgment,Wii,2008.0,Fighting,Konami Digital Entertainment,0.13,0.02,0.01,0.01,0.18,Castlevania Judgment,Wii,49.0,6.0
8208,Dead or Alive Paradise,PSP,2010.0,Misc,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.17,Dead or Alive Paradise,PSP,38.0,5.9
8238,Lost in Blue 3,DS,2007.0,Adventure,Konami Digital Entertainment,0.09,0.02,0.06,0.01,0.17,Lost in Blue 3,DS,59.0,6.3
8251,Dungeon Siege III,PC,2011.0,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17,Dungeon Siege III,PC,72.0,4.7
8263,The Secret World,PC,2012.0,Role-Playing,Funcom,0.07,0.08,0.0,0.02,0.17,The Secret World,PC,74.0,8.3
8276,Sudoku Gridmaster,DS,2006.0,Puzzle,Nintendo,0.13,0.03,0.0,0.01,0.17,Sudoku Gridmaster,DS,62.0,6.0
8285,Dementium: The Ward,DS,2007.0,Shooter,SouthPeak Games,0.15,0.01,0.0,0.01,0.17,Dementium: The Ward,DS,72.0,8.0
8314,Pursuit Force: Extreme Justice,PSP,2007.0,Action,Sony Computer Entertainment,0.07,0.07,0.0,0.03,0.17,Pursuit Force: Extreme Justice,PSP,73.0,7.6
8318,NHL 07,PSP,2006.0,Sports,Electronic Arts,0.13,0.02,0.0,0.02,0.17,NHL 07,PSP,76.0,6.6
8324,Professor Heinz Wolff's Gravity,Wii,2008.0,Puzzle,Deep Silver,0.04,0.12,0.0,0.02,0.17,Professor Heinz Wolff's Gravity,Wii,63.0,7.7
8352,Sid Meier's Civilization IV,PC,2005.0,Strategy,Take-Two Interactive,0.02,0.12,0.0,0.03,0.17,Sid Meier's Civilization IV,PC,94.0,8.2
8364,Marble Saga: Kororinpa,Wii,2009.0,Puzzle,Konami Digital Entertainment,0.1,0.06,0.0,0.02,0.17,Marble Saga: Kororinpa,Wii,74.0,7.8
8372,Bomberman Land,Wii,2007.0,Misc,Rising Star Games,0.11,0.02,0.03,0.01,0.17,Bomberman Land,Wii,57.0,7.8
8398,Custom Robo Arena,DS,2006.0,Fighting,Nintendo,0.02,0.02,0.12,0.0,0.17,Custom Robo Arena,DS,74.0,8.3
8401,Surf's Up,Wii,2007.0,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.17,Surf's Up,Wii,64.0,5.8
8405,Pursuit Force,PSP,2005.0,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.02,0.17,Pursuit Force,PSP,75.0,7.5
8414,Zoo Keeper,DS,2004.0,Puzzle,Ignition Entertainment,0.1,0.01,0.05,0.01,0.17,Zoo Keeper,DS,74.0,7.5
8440,Klonoa,Wii,2008.0,Platform,Namco Bandai Games,0.11,0.02,0.03,0.01,0.17,Klonoa,Wii,77.0,8.2
8443,Spyro: Shadow Legacy,DS,2005.0,Action,Vivendi Games,0.14,0.01,0.0,0.01,0.17,Spyro: Shadow Legacy,DS,50.0,5.2
8446,Dragon Ball: Fusions,3DS,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,Dragon Ball: Fusions,3DS,72.0,8.0
8467,Sid Meier's Pirates!,Wii,2010.0,Strategy,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,Sid Meier's Pirates!,Wii,64.0,7.5
8480,Dungeon Siege: Throne of Agony,PSP,2006.0,Role-Playing,Take-Two Interactive,0.13,0.02,0.0,0.02,0.16,Dungeon Siege: Throne of Agony,PSP,74.0,8.0
8482,F1 2011,3DS,2011.0,Racing,Codemasters,0.07,0.08,0.0,0.02,0.16,F1 2011,3DS,59.0,6.8
8486,Lufia: Curse of the Sinistrals,DS,2010.0,Role-Playing,Square Enix,0.12,0.0,0.03,0.01,0.16,Lufia: Curse of the Sinistrals,DS,80.0,7.8
8489,Thor: God of Thunder,Wii,2011.0,Action,Sega,0.11,0.04,0.0,0.01,0.16,Thor: God of Thunder,Wii,56.0,7.7
8491,Guilty Gear Judgment,PSP,2006.0,Fighting,Majesco Entertainment,0.13,0.0,0.02,0.01,0.16,Guilty Gear Judgment,PSP,77.0,6.8
8496,True Swing Golf,DS,2005.0,Sports,Nintendo,0.11,0.0,0.04,0.01,0.16,True Swing Golf,DS,66.0,7.7
8505,Stronghold 3,PC,2011.0,Strategy,,0.06,0.1,0.0,0.0,0.16,Stronghold 3,PC,47.0,3.0
8509,Doctor Lautrec and the Forgotten Knights,3DS,2011.0,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01,0.16,Doctor Lautrec and the Forgotten Knights,3DS,53.0,5.4
8535,Ready 2 Rumble Revolution,Wii,2009.0,Sports,Atari,0.15,0.0,0.0,0.01,0.16,Ready 2 Rumble Revolution,Wii,37.0,4.4
8542,Puzzle Quest: Galactrix,DS,2009.0,Puzzle,D3Publisher,0.15,0.0,0.0,0.01,0.16,Puzzle Quest: Galactrix,DS,75.0,6.6
8547,Dewy's Adventure,Wii,2007.0,Platform,Konami Digital Entertainment,0.14,0.0,0.01,0.01,0.16,Dewy's Adventure,Wii,67.0,6.3
8558,Eragon,DS,2006.0,Action,Vivendi Games,0.13,0.02,0.0,0.01,0.16,Eragon,DS,63.0,7.5
8559,Scarface: Money. Power. Respect.,PSP,2006.0,Strategy,Vivendi Games,0.15,0.0,0.0,0.01,0.16,Scarface: Money. Power. Respect.,PSP,58.0,3.0
8569,Field Commander,PSP,2006.0,Strategy,Sony Online Entertainment,0.14,0.0,0.0,0.01,0.16,Field Commander,PSP,77.0,7.9
8597,Dragon Ball: Origins 2,DS,2010.0,Action,Namco Bandai Games,0.05,0.02,0.08,0.01,0.16,Dragon Ball: Origins 2,DS,70.0,6.8
8599,Innocent Life: A Futuristic Harvest Moon,PSP,2006.0,Simulation,Rising Star Games,0.08,0.03,0.03,0.02,0.16,Innocent Life: A Futuristic Harvest Moon,PSP,67.0,7.9
8600,The Crew,PC,2014.0,Racing,Ubisoft,0.0,0.15,0.0,0.01,0.16,The Crew,PC,71.0,6.3
8611,Time Hollow,DS,2008.0,Adventure,Konami Digital Entertainment,0.03,0.01,0.11,0.0,0.16,Time Hollow,DS,64.0,7.3
8618,Bulletstorm,PC,2011.0,Shooter,Electronic Arts,0.07,0.07,0.0,0.02,0.16,Bulletstorm,PC,82.0,7.7
8621,MLB 11: The Show,PSP,2011.0,Sports,Sony Computer Entertainment,0.15,0.0,0.0,0.01,0.16,MLB 11: The Show,PSP,77.0,6.0
8654,Sniper: Ghost Warrior,PC,2010.0,Shooter,City Interactive,0.0,0.13,0.0,0.03,0.16,Sniper: Ghost Warrior,PC,55.0,5.4
8666,Bomberman Land Touch! 2,DS,2007.0,Puzzle,Rising Star Games,0.13,0.0,0.01,0.01,0.16,Bomberman Land Touch! 2,DS,74.0,7.2
8668,The Godfather: Blackhand Edition,Wii,2007.0,Adventure,Electronic Arts,0.14,0.0,0.0,0.01,0.16,The Godfather: Blackhand Edition,Wii,77.0,8.4
8672,Monster House,DS,2006.0,Adventure,THQ,0.14,0.01,0.0,0.01,0.16,Monster House,DS,62.0,
8678,7th Dragon III Code: VFD,3DS,2015.0,Role-Playing,Sega,0.03,0.0,0.12,0.0,0.16,7th Dragon III Code: VFD,3DS,76.0,7.9
8679,DiRT 3,PC,2011.0,Racing,Codemasters,0.0,0.13,0.0,0.03,0.16,DiRT 3,PC,86.0,7.0
8687,Bomberman,DS,2005.0,Puzzle,Ubisoft,0.1,0.02,0.03,0.01,0.16,Bomberman,DS,75.0,7.5
8692,Infected,PSP,2005.0,Shooter,THQ,0.14,0.0,0.0,0.01,0.16,Infected,PSP,74.0,8.2
8696,Bust-A-Move Bash!,Wii,2007.0,Puzzle,505 Games,0.13,0.01,0.0,0.01,0.16,Bust-A-Move Bash!,Wii,53.0,3.5
8700,Darksiders II,PC,2012.0,Action,Nordic Games,0.03,0.1,0.0,0.03,0.16,Darksiders II,PC,81.0,8.0
8707,Ultimate Spider-Man,DS,2005.0,Action,Activision,0.14,0.0,0.0,0.01,0.16,Ultimate Spider-Man,DS,78.0,8.0
8711,WordJong,DS,2007.0,Puzzle,White Park Bay Software,0.13,0.01,0.0,0.01,0.16,WordJong,DS,77.0,7.7
8715,Top Spin 4,Wii,2011.0,Sports,Take-Two Interactive,0.05,0.09,0.0,0.02,0.16,Top Spin 4,Wii,54.0,7.4
8716,Prince of Persia: The Forgotten Sands,DS,2010.0,Action,Ubisoft,0.14,0.01,0.0,0.01,0.16,Prince of Persia: The Forgotten Sands,DS,57.0,6.9
8721,Bleach: Dark Souls,DS,2007.0,Fighting,Sega,0.12,0.02,0.0,0.01,0.15,Bleach: Dark Souls,DS,82.0,7.8
8727,F.E.A.R. 3,PC,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15,F.E.A.R. 3,PC,74.0,5.9
8731,James Noir's Hollywood Crimes,3DS,2011.0,Adventure,Ubisoft,0.07,0.07,0.0,0.02,0.15,James Noir's Hollywood Crimes,3DS,60.0,6.6
8733,Bomberman,PSP,2006.0,Puzzle,Konami Digital Entertainment,0.14,0.0,0.0,0.01,0.15,Bomberman,PSP,73.0,7.7
8737,Space Invaders Extreme,DS,2008.0,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15,Space Invaders Extreme,DS,85.0,7.9
8748,Deponia,PC,2012.0,Adventure,Daedalic,0.0,0.13,0.0,0.03,0.15,Deponia,PC,74.0,8.1
8764,The Adventures of Tintin: The Game,3DS,2011.0,Action,Ubisoft,0.05,0.09,0.0,0.02,0.15,The Adventures of Tintin: The Game,3DS,56.0,5.2
8773,Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009.0,Fighting,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,Naruto Shippuden: Legends: Akatsuki Rising,PSP,60.0,5.8
8776,Samurai Warriors: Katana,Wii,2007.0,Action,Tecmo Koei,0.11,0.0,0.04,0.01,0.15,Samurai Warriors: Katana,Wii,53.0,7.2
8781,Heroes of Mana,DS,2007.0,Strategy,Square Enix,0.08,0.01,0.05,0.01,0.15,Heroes of Mana,DS,66.0,7.8
8795,Darksiders,PC,2010.0,Action,THQ,0.07,0.06,0.0,0.02,0.15,Darksiders,PC,83.0,7.8
8808,Metal Slug Anthology,Wii,2006.0,Shooter,Ignition Entertainment,0.12,0.01,0.0,0.01,0.15,Metal Slug Anthology,Wii,73.0,8.2
8821,Kingdom of Paradise,PSP,2005.0,Role-Playing,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,Kingdom of Paradise,PSP,72.0,7.5
8839,Spider-Man: Friend or Foe,Wii,2007.0,Action,Activision,0.13,0.01,0.0,0.01,0.15,Spider-Man: Friend or Foe,Wii,59.0,8.2
8846,Terraria,PC,2011.0,Action,Unknown,0.0,0.13,0.0,0.02,0.15,Terraria,PC,83.0,8.7
8847,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013.0,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15,Castlevania: Lords of Shadow - Mirror of Fate,3DS,72.0,7.3
8875,Sam & Max: Season One,Wii,2008.0,Adventure,JoWood Productions,0.13,0.01,0.0,0.01,0.15,Sam & Max: Season One,Wii,74.0,8.1
8876,Virtua Tennis 4,Wii,2011.0,Sports,Sega,0.05,0.08,0.0,0.02,0.15,Virtua Tennis 4,Wii,65.0,7.5
8886,Brain Boost: Gamma Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,Brain Boost: Gamma Wave,DS,40.0,
8907,Ridge Racer DS,DS,2004.0,Racing,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,Ridge Racer DS,DS,63.0,6.7
8909,Nancy Drew: The White Wolf of Icicle Creek,Wii,2008.0,Adventure,Sega,0.14,0.0,0.0,0.01,0.15,Nancy Drew: The White Wolf of Icicle Creek,Wii,67.0,8.2
8914,Brain Boost: Beta Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,Brain Boost: Beta Wave,DS,39.0,2.5
8916,Rubik's World,Wii,2008.0,Puzzle,Game Factory,0.13,0.01,0.0,0.01,0.15,Rubik's World,Wii,64.0,
8930,F1 2012,PC,2012.0,Racing,Codemasters,0.01,0.11,0.0,0.03,0.15,F1 2012,PC,80.0,7.3
8932,Rayman Raving Rabbids,DS,2007.0,Misc,Ubisoft,0.13,0.01,0.0,0.01,0.15,Rayman Raving Rabbids,DS,56.0,6.8
8934,SNK Arcade Classics Vol. 1,PSP,2008.0,Misc,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15,SNK Arcade Classics Vol. 1,PSP,68.0,7.5
8935,Darkstalkers Chronicle: The Chaos Tower,PSP,2004.0,Fighting,Capcom,0.13,0.0,0.0,0.01,0.15,Darkstalkers Chronicle: The Chaos Tower,PSP,74.0,7.9
8953,Rayman Origins,3DS,2012.0,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15,Rayman Origins,3DS,71.0,6.3
8958,Geometry Wars: Galaxies,DS,2007.0,Shooter,Vivendi Games,0.13,0.0,0.0,0.01,0.15,Geometry Wars: Galaxies,DS,79.0,7.6
8962,Alien: Isolation,PC,2014.0,Shooter,Sega,0.0,0.13,0.0,0.01,0.15,Alien: Isolation,PC,81.0,8.5
8965,Pac-Man Party 3D,3DS,2011.0,Misc,Namco Bandai Games,0.09,0.04,0.0,0.01,0.15,Pac-Man Party 3D,3DS,43.0,4.7
8975,Summon Night 5,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,Summon Night 5,PSP,74.0,6.8
8981,Tiger Woods PGA Tour,DS,2004.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.15,Tiger Woods PGA Tour,DS,64.0,7.6
8993,Metal Slug 7,DS,2008.0,Shooter,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15,Metal Slug 7,DS,70.0,7.7
8997,Ys: The Oath in Felghana,PSP,2010.0,Role-Playing,Falcom Corporation,0.09,0.0,0.04,0.01,0.14,Ys: The Oath in Felghana,PSP,80.0,7.9
8999,Mega Man Powered Up,PSP,2006.0,Platform,Capcom,0.12,0.01,0.0,0.02,0.14,Mega Man Powered Up,PSP,82.0,8.4
9002,QuickSpot,DS,2006.0,Misc,Namco Bandai Games,0.02,0.0,0.13,0.0,0.14,QuickSpot,DS,68.0,
9032,Dream Pinball 3D,Wii,2008.0,Misc,SouthPeak Games,0.1,0.03,0.0,0.01,0.14,Dream Pinball 3D,Wii,54.0,7.6
9048,ArmA II,PC,2009.0,Shooter,505 Games,0.0,0.12,0.0,0.03,0.14,ArmA II,PC,77.0,7.5
9056,Destroy All Humans! Big Willy Unleashed,Wii,2008.0,Action,THQ,0.13,0.0,0.0,0.01,0.14,Destroy All Humans! Big Willy Unleashed,Wii,53.0,7.1
9063,Cave Story 3D,3DS,2011.0,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,Cave Story 3D,3DS,82.0,8.1
9064,The Orange Box,PC,2007.0,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14,The Orange Box,PC,96.0,9.1
9065,Super Dodgeball Brawlers,DS,2008.0,Sports,Arc System Works,0.13,0.0,0.0,0.01,0.14,Super Dodgeball Brawlers,DS,65.0,
9066,Victorious Boxers: Revolution,Wii,2007.0,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14,Victorious Boxers: Revolution,Wii,59.0,5.5
9071,Monster Lab,DS,2008.0,Role-Playing,Eidos Interactive,0.12,0.01,0.0,0.01,0.14,Monster Lab,DS,75.0,
9078,Star Wars: Knights of the Old Republic,PC,2003.0,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14,Star Wars: Knights of the Old Republic,PC,93.0,9.0
9081,Class of Heroes,PSP,2008.0,Role-Playing,Acquire,0.06,0.0,0.08,0.01,0.14,Class of Heroes,PSP,61.0,7.1
9084,The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14,The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,63.0,7.2
9085,Cranium Kabookii,Wii,2007.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,Cranium Kabookii,Wii,64.0,5.4
9086,Hero's Saga Laevatein Tactics,DS,2008.0,Role-Playing,GungHo,0.13,0.0,0.0,0.01,0.14,Hero's Saga Laevatein Tactics,DS,62.0,
9092,Hexyz Force,PSP,2009.0,Role-Playing,Atlus,0.07,0.0,0.06,0.01,0.14,Hexyz Force,PSP,68.0,7.6
9101,Gretzky NHL 06,PSP,2005.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.14,Gretzky NHL 06,PSP,65.0,6.8
9110,Risen,PC,2009.0,Role-Playing,Deep Silver,0.0,0.11,0.0,0.03,0.14,Risen,PC,77.0,8.1
9111,Top Spin 3,DS,2008.0,Action,D3Publisher,0.11,0.02,0.0,0.01,0.14,Top Spin 3,DS,65.0,
9115,Mr. Driller: Drill Spirits,DS,2004.0,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14,Mr. Driller: Drill Spirits,DS,70.0,7.3
9119,Anno 1701: Dawn of Discovery,DS,2007.0,Simulation,Touchstone,0.07,0.06,0.0,0.02,0.14,Anno 1701: Dawn of Discovery,DS,78.0,7.6
9138,Just Cause 3,PC,2015.0,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,Just Cause 3,PC,74.0,5.9
9151,Scene It? Bright Lights! Big Screen!,Wii,2009.0,Misc,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14,Scene It? Bright Lights! Big Screen!,Wii,54.0,
9178,Skylanders Giants,3DS,2012.0,Action,Activision,0.12,0.01,0.0,0.01,0.14,Skylanders Giants,3DS,59.0,4.3
9184,Valhalla Knights: Eldar Saga,Wii,2009.0,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14,Valhalla Knights: Eldar Saga,Wii,35.0,6.5
9195,Syberia,DS,2008.0,Action,Mindscape,0.1,0.02,0.0,0.01,0.14,Syberia,DS,52.0,
9201,The Darkness II,PC,2012.0,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14,The Darkness II,PC,77.0,7.6
9218,Ninjatown,DS,2008.0,Strategy,SouthPeak Games,0.12,0.0,0.0,0.01,0.14,Ninjatown,DS,80.0,8.5
9221,Hard Rock Casino,PSP,2007.0,Misc,Oxygen Interactive,0.12,0.0,0.0,0.01,0.14,Hard Rock Casino,PSP,44.0,
9224,Wild ARMs XF,PSP,2007.0,Role-Playing,505 Games,0.07,0.0,0.06,0.01,0.14,Wild ARMs XF,PSP,64.0,7.6
9232,Cities: Skylines,PC,2015.0,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14,Cities: Skylines,PC,85.0,8.7
9246,Bust-A-Move Deluxe,PSP,2006.0,Puzzle,505 Games,0.13,0.0,0.0,0.01,0.14,Bust-A-Move Deluxe,PSP,67.0,
9254,Need for Speed Underground 2,DS,2005.0,Racing,Electronic Arts,0.11,0.02,0.0,0.01,0.14,Need for Speed Underground 2,DS,65.0,7.2
9255,Dead Rising 2,PC,2010.0,Action,Capcom,0.1,0.02,0.0,0.01,0.14,Dead Rising 2,PC,78.0,6.5
9257,Happy Feet,Wii,2006.0,Action,Midway Games,0.12,0.0,0.0,0.01,0.14,Happy Feet,Wii,46.0,6.9
9260,Major League Baseball 2K8,Wii,2008.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,Major League Baseball 2K8,Wii,63.0,7.6
9270,Vampire Moon: The Mystery of the Hidden Sun,DS,2010.0,Adventure,City Interactive,0.12,0.01,0.0,0.01,0.14,Vampire Moon: The Mystery of the Hidden Sun,DS,50.0,
9272,G.I. Joe: The Rise of Cobra,DS,2009.0,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.14,G.I. Joe: The Rise of Cobra,DS,47.0,7.5
9285,Nitrobike,Wii,2008.0,Racing,Ubisoft,0.11,0.01,0.0,0.01,0.14,Nitrobike,Wii,49.0,7.1
9286,Magnetica,DS,2006.0,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14,Magnetica,DS,68.0,8.1
