Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,name,platform,meta_score,user_score
2861,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007.0,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.71,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,65.0,6.3
2870,Persona Q: Shadow of the Labyrinth,3DS,2014.0,Role-Playing,Nippon Ichi Software,0.33,0.07,0.27,0.04,0.71,Persona Q: Shadow of the Labyrinth,3DS,83.0,5.8
2871,Madden NFL 08,PSP,2007.0,Sports,Electronic Arts,0.6,0.04,0.0,0.07,0.71,Madden NFL 08,PSP,75.0,7.6
2876,Madden NFL 09,PSP,2008.0,Sports,Electronic Arts,0.65,0.0,0.0,0.06,0.71,Madden NFL 09,PSP,68.0,6.0
2879,LEGO Rock Band,Wii,2009.0,Misc,Warner Bros. Interactive Entertainment,0.42,0.22,0.0,0.07,0.71,LEGO Rock Band,Wii,70.0,6.9
2891,Football Manager 2014,PC,2013.0,Sports,Sega,0.0,0.6,0.0,0.1,0.71,Football Manager 2014,PC,85.0,5.7
2902,Spider-Man 2,PSP,2005.0,Action,Activision,0.35,0.21,0.0,0.14,0.71,Spider-Man 2,PSP,67.0,6.1
2910,The Sims 2: Apartment Pets,DS,2008.0,Simulation,Electronic Arts,0.32,0.31,0.0,0.07,0.7,The Sims 2: Apartment Pets,DS,50.0,2.2
2921,The Sims 3,DS,2010.0,Simulation,Electronic Arts,0.39,0.25,0.0,0.06,0.7,The Sims 3,DS,73.0,6.2
2928,Ape Escape: On the Loose,PSP,2005.0,Platform,Sony Computer Entertainment,0.52,0.01,0.12,0.05,0.7,Ape Escape: On the Loose,PSP,66.0,7.0
2946,Metal Gear Solid: Portable Ops Plus,PSP,2007.0,Action,Konami Digital Entertainment,0.26,0.01,0.26,0.17,0.69,Metal Gear Solid: Portable Ops Plus,PSP,65.0,7.3
2954,MX vs. ATV Unleashed: On the Edge,PSP,2006.0,Racing,THQ,0.64,0.0,0.0,0.05,0.69,MX vs. ATV Unleashed: On the Edge,PSP,68.0,8.1
2963,Assassin's Creed IV: Black Flag,PC,2013.0,Action,Ubisoft,0.22,0.38,0.0,0.1,0.69,Assassin's Creed IV: Black Flag,PC,84.0,8.1
2978,The Last Story,Wii,2011.0,Role-Playing,Nintendo,0.32,0.13,0.18,0.04,0.68,The Last Story,Wii,80.0,8.5
2988,Hot Shots Golf: Open Tee 2,PSP,2007.0,Sports,Sony Computer Entertainment,0.21,0.11,0.28,0.08,0.68,Hot Shots Golf: Open Tee 2,PSP,82.0,8.1
2990,Fossil Fighters: Champions,DS,2010.0,Role-Playing,Nintendo,0.32,0.0,0.34,0.02,0.68,Fossil Fighters: Champions,DS,68.0,8.0
3000,Red Steel,Wii,2006.0,Shooter,Ubisoft,0.55,0.04,0.04,0.05,0.68,Red Steel,Wii,63.0,6.7
3003,Mass Effect,PC,2008.0,Role-Playing,Electronic Arts,0.0,0.59,0.0,0.09,0.68,Mass Effect,PC,89.0,8.6
3008,100 Classic Books,DS,2008.0,Misc,Nintendo,0.13,0.52,0.0,0.02,0.67,100 Classic Books,DS,70.0,6.5
3010,Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007.0,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.67,Final Fantasy Crystal Chronicles: Ring of Fates,DS,77.0,7.5
3028,The Witcher 3: Wild Hunt,PC,2015.0,Role-Playing,Namco Bandai Games,0.2,0.42,0.0,0.05,0.67,The Witcher 3: Wild Hunt,PC,93.0,9.1
3036,BioShock Infinite,PC,2013.0,Shooter,Take-Two Interactive,0.28,0.3,0.0,0.08,0.67,BioShock Infinite,PC,94.0,8.6
3040,007: Quantum of Solace,Wii,2008.0,Action,Activision,0.3,0.29,0.01,0.07,0.67,007: Quantum of Solace,Wii,54.0,7.3
3041,Rock Band 3,Wii,2010.0,Misc,MTV Games,0.56,0.06,0.0,0.05,0.67,Rock Band 3,Wii,91.0,6.8
3042,Command & Conquer: Red Alert 3,PC,2008.0,Strategy,Electronic Arts,0.01,0.64,0.0,0.02,0.67,Command & Conquer: Red Alert 3,PC,82.0,6.9
3047,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007.0,Adventure,Capcom,0.33,0.05,0.25,0.04,0.67,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,81.0,9.0
3075,Napoleon: Total War,PC,2010.0,Strategy,Sega,0.02,0.52,0.0,0.12,0.66,Napoleon: Total War,PC,81.0,7.9
3077,Wario: Master of Disguise,DS,2007.0,Platform,Nintendo,0.28,0.02,0.33,0.03,0.66,Wario: Master of Disguise,DS,60.0,7.4
3083,New Play Control! Pikmin,Wii,2008.0,Strategy,Nintendo,0.29,0.14,0.19,0.04,0.66,New Play Control! Pikmin,Wii,77.0,8.7
3086,Gods Eater Burst,PSP,2010.0,Action,Namco Bandai Games,0.03,0.0,0.62,0.0,0.66,Gods Eater Burst,PSP,71.0,8.0
3109,Real Heroes: Firefighter,Wii,2009.0,Action,Rondomedia,0.56,0.04,0.0,0.05,0.65,Real Heroes: Firefighter,Wii,67.0,8.3
3112,Drawn to Life: The Next Chapter,DS,2009.0,Puzzle,THQ,0.45,0.14,0.0,0.06,0.65,Drawn to Life: The Next Chapter,DS,72.0,7.6
3116,Fire Emblem: Shadow Dragon,DS,2008.0,Role-Playing,Nintendo,0.31,0.03,0.27,0.03,0.65,Fire Emblem: Shadow Dragon,DS,81.0,7.2
3125,MX vs. ATV Untamed,PSP,2007.0,Racing,THQ,0.35,0.18,0.0,0.12,0.65,MX vs. ATV Untamed,PSP,59.0,7.5
3128,Star Ocean: First Departure,PSP,2007.0,Role-Playing,Square Enix,0.2,0.14,0.22,0.09,0.65,Star Ocean: First Departure,PSP,74.0,7.6
3134,Crysis 3,PC,2013.0,Shooter,Electronic Arts,0.17,0.39,0.0,0.09,0.64,Crysis 3,PC,76.0,6.8
3150,Rayman 3D,3DS,2011.0,Platform,Ubisoft,0.23,0.35,0.0,0.06,0.64,Rayman 3D,3DS,61.0,6.4
3156,Dragon Age II,PC,2011.0,Action,Electronic Arts,0.23,0.33,0.0,0.09,0.64,Dragon Age II,PC,82.0,4.7
3181,Okami,Wii,2008.0,Action,Capcom,0.45,0.1,0.04,0.05,0.64,Okami,Wii,90.0,8.8
3185,Red Steel 2,Wii,2010.0,Shooter,Ubisoft,0.36,0.21,0.01,0.06,0.63,Red Steel 2,Wii,80.0,8.4
3202,Iron Man,PSP,2008.0,Action,Sega,0.46,0.09,0.0,0.09,0.63,Iron Man,PSP,44.0,6.3
3204,Harry Potter and the Half-Blood Prince,DS,2009.0,Action,Electronic Arts,0.21,0.35,0.0,0.07,0.63,Harry Potter and the Half-Blood Prince,DS,48.0,4.8
3207,DJ Hero 2,Wii,2010.0,Misc,Activision,0.49,0.09,0.0,0.04,0.63,DJ Hero 2,Wii,88.0,7.4
3208,Angry Birds Trilogy,3DS,2012.0,Action,Activision,0.38,0.2,0.0,0.05,0.63,Angry Birds Trilogy,3DS,62.0,5.4
3213,Call of Duty: Black Ops,DS,2010.0,Shooter,Activision,0.54,0.05,0.0,0.04,0.63,Call of Duty: Black Ops,DS,74.0,6.4
3219,Advance Wars: Days of Ruin,DS,,Strategy,Nintendo,0.44,0.13,0.0,0.06,0.63,Advance Wars: Days of Ruin,DS,86.0,8.5
3220,The Sims 3: Generations,PC,2011.0,Simulation,Electronic Arts,0.4,0.23,0.0,0.0,0.63,The Sims 3: Generations,PC,70.0,3.8
3227,Shin Megami Tensei: Persona 3 Portable,PSP,2009.0,Role-Playing,Ghostlight,0.18,0.06,0.34,0.04,0.63,Shin Megami Tensei: Persona 3 Portable,PSP,89.0,7.6
3235,MySims Racing,DS,2009.0,Racing,Electronic Arts,0.26,0.29,0.0,0.07,0.63,MySims Racing,DS,67.0,7.5
3249,Far Cry 4,PC,2014.0,Shooter,Ubisoft,0.15,0.42,0.0,0.05,0.62,Far Cry 4,PC,80.0,7.1
3252,LEGO Pirates of the Caribbean: The Video Game,3DS,2011.0,Action,Disney Interactive Studios,0.29,0.28,0.0,0.06,0.62,LEGO Pirates of the Caribbean: The Video Game,3DS,71.0,7.0
3285,Muramasa: The Demon Blade,Wii,2009.0,Role-Playing,Rising Star Games,0.33,0.13,0.11,0.04,0.61,Muramasa: The Demon Blade,Wii,81.0,8.2
3306,New Play Control! Donkey Kong Jungle Beat,Wii,2008.0,Platform,Nintendo,0.24,0.17,0.14,0.05,0.61,New Play Control! Donkey Kong Jungle Beat,Wii,78.0,8.5
3312,Pac-Man Party,Wii,2010.0,Misc,Namco Bandai Games,0.47,0.09,0.01,0.04,0.61,Pac-Man Party,Wii,59.0,6.4
3313,Jak and Daxter: The Lost Frontier,PSP,2009.0,Platform,Sony Computer Entertainment,0.18,0.27,0.0,0.15,0.61,Jak and Daxter: The Lost Frontier,PSP,71.0,6.9
3315,SimCity DS,DS,2007.0,Simulation,Electronic Arts,0.33,0.03,0.21,0.03,0.61,SimCity DS,DS,69.0,6.3
3325,Guitar Hero: Smash Hits,Wii,2009.0,Misc,Activision,0.33,0.21,0.0,0.06,0.61,Guitar Hero: Smash Hits,Wii,74.0,7.6
3344,The Golden Compass,DS,2007.0,Action,Sega,0.28,0.25,0.0,0.06,0.6,The Golden Compass,DS,43.0,5.2
3348,The Golden Compass,Wii,,Action,Sega,0.26,0.28,0.0,0.07,0.6,The Golden Compass,Wii,35.0,7.3
3349,WarioWare D.I.Y.,DS,2009.0,Misc,Nintendo,0.18,0.19,0.2,0.04,0.6,WarioWare D.I.Y.,DS,82.0,8.2
3380,Asphalt: Urban GT,DS,2004.0,Racing,Ubisoft,0.31,0.22,0.0,0.06,0.6,Asphalt: Urban GT,DS,60.0,7.5
3383,Pokemon Trozei!,DS,2005.0,Puzzle,Nintendo,0.26,0.0,0.31,0.02,0.6,Pokemon Trozei!,DS,74.0,7.3
3392,Assassin's Creed: Brotherhood,PC,2011.0,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59,Assassin's Creed: Brotherhood,PC,88.0,8.0
3396,Final Fantasy: The 4 Heroes of Light,DS,2009.0,Role-Playing,Square Enix,0.23,0.11,0.23,0.03,0.59,Final Fantasy: The 4 Heroes of Light,DS,71.0,8.6
3397,Iron Man,Wii,2008.0,Action,Sega,0.31,0.22,0.0,0.06,0.59,Iron Man,Wii,44.0,6.8
3400,Total War: Shogun 2,PC,2011.0,Strategy,Sega,0.19,0.31,0.0,0.09,0.59,Total War: Shogun 2,PC,90.0,8.3
3432,Deus Ex: Human Revolution,PC,2011.0,Shooter,Square Enix,0.25,0.25,0.0,0.09,0.59,Deus Ex: Human Revolution,PC,90.0,8.5
3440,Top Spin 3,Wii,2008.0,Action,Take-Two Interactive,0.15,0.37,0.0,0.07,0.58,Top Spin 3,Wii,68.0,5.8
3443,The Conduit,Wii,2009.0,Shooter,Sega,0.29,0.23,0.0,0.06,0.58,The Conduit,Wii,69.0,8.1
3453,Trivial Pursuit,Wii,2009.0,Misc,Electronic Arts,0.21,0.31,0.0,0.07,0.58,Trivial Pursuit,Wii,67.0,4.6
3454,The Legend of Spyro: Dawn of the Dragon,Wii,2008.0,Platform,Vivendi Games,0.35,0.18,0.0,0.05,0.58,The Legend of Spyro: Dawn of the Dragon,Wii,64.0,6.8
3455,The Sims 3: World Adventures,PC,2009.0,Simulation,Electronic Arts,0.02,0.18,0.0,0.39,0.58,The Sims 3: World Adventures,PC,81.0,7.7
3457,Rayman Origins,Wii,2011.0,Platform,Ubisoft,0.23,0.29,0.0,0.07,0.58,Rayman Origins,Wii,92.0,8.5
3459,Titanfall,PC,2014.0,Shooter,Electronic Arts,0.21,0.3,0.0,0.07,0.58,Titanfall,PC,86.0,6.3
3486,Phoenix Wright: Ace Attorney - Justice for All,DS,2006.0,Adventure,Capcom,0.24,0.05,0.26,0.03,0.58,Phoenix Wright: Ace Attorney - Justice for All,DS,76.0,8.6
3497,Rooms: The Main Building,DS,2010.0,Adventure,Nintendo,0.1,0.41,0.01,0.06,0.58,Rooms: The Main Building,DS,56.0,
3500,Tetris Party Deluxe,Wii,2010.0,Puzzle,Nintendo,0.34,0.17,0.02,0.05,0.58,Tetris Party Deluxe,Wii,72.0,6.4
3506,Shin Megami Tensei IV,3DS,2013.0,Role-Playing,Atlus,0.28,0.0,0.27,0.02,0.57,Shin Megami Tensei IV,3DS,83.0,7.1
3510,ATV Offroad Fury: Blazin' Trails,PSP,2005.0,Racing,SouthPeak Games,0.53,0.0,0.0,0.04,0.57,ATV Offroad Fury: Blazin' Trails,PSP,63.0,7.8
3524,Tomb Raider: Anniversary,PSP,2007.0,Action,Eidos Interactive,0.21,0.23,0.0,0.13,0.57,Tomb Raider: Anniversary,PSP,78.0,8.4
3527,No More Heroes,Wii,2007.0,Action,Rising Star Games,0.3,0.17,0.04,0.05,0.57,No More Heroes,Wii,83.0,8.5
3528,Assassin's Creed II,PC,2010.0,Action,Ubisoft,0.01,0.45,0.0,0.11,0.57,Assassin's Creed II,PC,86.0,7.5
3541,Skylanders: Spyro's Adventure,3DS,2011.0,Action,Activision,0.32,0.2,0.0,0.05,0.57,Skylanders: Spyro's Adventure,3DS,82.0,5.2
3575,Tony Hawk's Project 8,PSP,2006.0,Sports,Activision,0.41,0.08,0.0,0.07,0.56,Tony Hawk's Project 8,PSP,68.0,7.1
3578,Hotel Dusk: Room 215,DS,2007.0,Adventure,Nintendo,0.27,0.05,0.22,0.03,0.56,Hotel Dusk: Room 215,DS,78.0,8.5
3598,Final Fantasy IV: The Complete Collection,PSP,2011.0,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56,Final Fantasy IV: The Complete Collection,PSP,77.0,8.7
3603,Viva Pinata: Pocket Paradise,DS,2008.0,Simulation,THQ,0.27,0.23,0.0,0.06,0.56,Viva Pinata: Pocket Paradise,DS,82.0,7.6
3609,Archer Maclean's Mercury,PSP,2005.0,Puzzle,Ignition Entertainment,0.17,0.24,0.0,0.14,0.56,Archer Maclean's Mercury,PSP,75.0,6.7
3619,Tiger Woods PGA Tour 11,Wii,2010.0,Sports,Electronic Arts,0.24,0.26,0.0,0.06,0.56,Tiger Woods PGA Tour 11,Wii,84.0,7.4
3621,Rune Factory: A Fantasy Harvest Moon,DS,2006.0,Role-Playing,Rising Star Games,0.37,0.02,0.14,0.03,0.56,Rune Factory: A Fantasy Harvest Moon,DS,78.0,8.2
3623,Rapala Tournament Fishing!,Wii,2006.0,Sports,Activision,0.51,0.0,0.0,0.04,0.56,Rapala Tournament Fishing!,Wii,41.0,5.3
3654,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010.0,Fighting,Capcom,0.32,0.16,0.03,0.05,0.55,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,85.0,8.6
3662,CrossworDS,DS,2008.0,Puzzle,Deep Silver,0.51,0.0,0.0,0.04,0.55,CrossworDS,DS,67.0,7.3
3676,Rune Factory 4,3DS,2012.0,Role-Playing,Xseed Games,0.31,0.0,0.21,0.03,0.55,Rune Factory 4,3DS,78.0,8.1
3677,Summer Sports: Paradise Island,Wii,2008.0,Sports,Ubisoft,0.49,0.02,0.0,0.04,0.55,Summer Sports: Paradise Island,Wii,46.0,4.6
3688,Dragon Ball Z: Shin Budokai,PSP,2006.0,Fighting,Atari,0.26,0.08,0.13,0.07,0.55,Dragon Ball Z: Shin Budokai,PSP,70.0,7.9
3698,Excite Truck,Wii,2006.0,Racing,Nintendo,0.4,0.03,0.08,0.04,0.54,Excite Truck,Wii,72.0,8.3
3702,ModNation Racers,PSP,2010.0,Racing,Sony Computer Entertainment,0.11,0.27,0.02,0.14,0.54,ModNation Racers,PSP,73.0,7.5
3710,Inazuma Eleven,DS,2008.0,Role-Playing,Nintendo,0.0,0.14,0.38,0.02,0.54,Inazuma Eleven,DS,74.0,7.9
3714,Manhunt 2,Wii,2007.0,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.54,Manhunt 2,Wii,62.0,7.3
3716,Despicable Me: The Game - Minion Mayhem,DS,2010.0,Puzzle,D3Publisher,0.42,0.09,0.0,0.04,0.54,Despicable Me: The Game - Minion Mayhem,DS,54.0,
3730,Valkyria Chronicles II,PSP,2010.0,Role-Playing,Sega,0.12,0.16,0.18,0.09,0.54,Valkyria Chronicles II,PSP,83.0,8.3
3733,Rune Factory 2: A Fantasy Harvest Moon,DS,2008.0,Role-Playing,Rising Star Games,0.33,0.03,0.15,0.03,0.54,Rune Factory 2: A Fantasy Harvest Moon,DS,77.0,8.1
3739,WWE SmackDown vs. Raw 2010,DS,2009.0,Fighting,THQ,0.35,0.14,0.0,0.05,0.54,WWE SmackDown vs. Raw 2010,DS,75.0,8.7
3742,Star Fox Command,DS,2006.0,Shooter,Nintendo,0.39,0.01,0.1,0.04,0.54,Star Fox Command,DS,76.0,6.9
3751,Magician's Quest: Mysterious Times,DS,2008.0,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0.0,0.54,Magician's Quest: Mysterious Times,DS,69.0,7.8
3754,Tales of Symphonia: Dawn of the New World,Wii,2008.0,Role-Playing,Namco Bandai Games,0.22,0.05,0.24,0.03,0.54,Tales of Symphonia: Dawn of the New World,Wii,68.0,7.6
3766,Tactics Ogre: Let Us Cling Together,PSP,2010.0,Role-Playing,Square Enix,0.15,0.07,0.27,0.05,0.53,Tactics Ogre: Let Us Cling Together,PSP,87.0,8.4
3773,Mystery Dungeon: Shiren the Wanderer,DS,2006.0,Role-Playing,Sega,0.18,0.0,0.33,0.02,0.53,Mystery Dungeon: Shiren the Wanderer,DS,69.0,8.3
3774,SimAnimals,DS,2009.0,Simulation,Electronic Arts,0.26,0.21,0.0,0.06,0.53,SimAnimals,DS,70.0,8.2
3791,Batman: Arkham City,PC,2011.0,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0.0,0.09,0.53,Batman: Arkham City,PC,91.0,8.7
3797,We Cheer,Wii,2008.0,Simulation,505 Games,0.48,0.0,0.0,0.04,0.53,We Cheer,Wii,56.0,6.9
3798,Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007.0,Shooter,Ubisoft,0.35,0.1,0.0,0.08,0.53,Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,61.0,5.2
3808,F1 2009,PSP,2009.0,Racing,Codemasters,0.08,0.29,0.0,0.16,0.53,F1 2009,PSP,68.0,6.9
3817,Picross 3D,DS,2009.0,Puzzle,Nintendo,0.3,0.03,0.16,0.03,0.53,Picross 3D,DS,83.0,8.1
3819,Silent Hill: Origins,PSP,2007.0,Action,Konami Digital Entertainment,0.22,0.16,0.04,0.1,0.53,Silent Hill: Origins,PSP,78.0,7.6
3828,GT Pro Series,Wii,2006.0,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52,GT Pro Series,Wii,41.0,4.5
3830,Spectrobes: Beyond the Portals,DS,2008.0,Role-Playing,Disney Interactive Studios,0.37,0.11,0.0,0.04,0.52,Spectrobes: Beyond the Portals,DS,70.0,7.6
3833,Fight Night Round 3,PSP,2006.0,Fighting,Electronic Arts,0.46,0.02,0.0,0.05,0.52,Fight Night Round 3,PSP,74.0,8.2
3838,Star Wars Battlefront: Elite Squadron,DS,2009.0,Shooter,LucasArts,0.44,0.04,0.0,0.04,0.52,Star Wars Battlefront: Elite Squadron,DS,61.0,5.7
3848,Final Fantasy Explorers,3DS,2014.0,Role-Playing,Square Enix,0.15,0.07,0.28,0.02,0.52,Final Fantasy Explorers,3DS,69.0,8.4
3850,Bully: Scholarship Edition,Wii,2008.0,Action,Take-Two Interactive,0.17,0.29,0.0,0.06,0.52,Bully: Scholarship Edition,Wii,83.0,8.2
3873,The Sims 2: Open for Business,PC,2006.0,Simulation,Electronic Arts,0.46,0.05,0.0,0.0,0.52,The Sims 2: Open for Business,PC,78.0,8.7
3874,Iron Man,DS,2008.0,Action,Sega,0.35,0.12,0.0,0.05,0.52,Iron Man,DS,56.0,5.4
3878,My Word Coach,Wii,2007.0,Misc,Ubisoft,0.46,0.02,0.0,0.04,0.51,My Word Coach,Wii,68.0,7.8
3880,Dragon Age: Origins,PC,2009.0,Role-Playing,Electronic Arts,0.0,0.46,0.0,0.06,0.51,Dragon Age: Origins,PC,91.0,8.8
3885,The 3rd Birthday,PSP,2010.0,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.51,The 3rd Birthday,PSP,71.0,6.1
3892,SoulCalibur: Broken Destiny,PSP,2009.0,Fighting,Namco Bandai Games,0.12,0.2,0.07,0.12,0.51,SoulCalibur: Broken Destiny,PSP,80.0,6.6
3895,Pro Evolution Soccer 2010,Wii,2009.0,Sports,Konami Digital Entertainment,0.12,0.27,0.06,0.05,0.51,Pro Evolution Soccer 2010,Wii,82.0,7.8
3902,NBA Live 07,PSP,2006.0,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.51,NBA Live 07,PSP,64.0,7.3
3903,Sega Bass Fishing,Wii,2008.0,Sports,Sega,0.46,0.01,0.0,0.04,0.51,Sega Bass Fishing,Wii,59.0,5.9
3904,Fire Emblem: Radiant Dawn,Wii,2007.0,Strategy,Nintendo,0.28,0.03,0.17,0.03,0.51,Fire Emblem: Radiant Dawn,Wii,78.0,8.8
3905,Dynasty Warriors,PSP,2004.0,Action,Tecmo Koei,0.18,0.01,0.3,0.02,0.51,Dynasty Warriors,PSP,62.0,7.2
3914,SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006.0,Platform,THQ,0.45,0.02,0.0,0.04,0.51,SpongeBob SquarePants: Creature from the Krusty Krab,Wii,57.0,6.0
3923,Test Drive Unlimited,PSP,2007.0,Racing,Atari,0.08,0.28,0.0,0.15,0.51,Test Drive Unlimited,PSP,80.0,7.7
3925,Picross DS,DS,2007.0,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.51,Picross DS,DS,83.0,8.0
3938,Dishonored,PC,2012.0,Action,Bethesda Softworks,0.26,0.19,0.0,0.06,0.51,Dishonored,PC,91.0,8.5
3962,Dragon Ball Z: Supersonic Warriors 2,DS,2005.0,Fighting,Atari,0.14,0.02,0.32,0.02,0.5,Dragon Ball Z: Supersonic Warriors 2,DS,66.0,7.6
3974,Boogie,Wii,2007.0,Misc,Electronic Arts,0.43,0.03,0.0,0.04,0.5,Boogie,Wii,57.0,5.3
3977,Madden NFL 07,Wii,2006.0,Sports,Electronic Arts,0.46,0.0,0.0,0.04,0.5,Madden NFL 07,Wii,81.0,8.1
3982,Fortune Street,Wii,2011.0,Misc,Nintendo,0.27,0.04,0.17,0.02,0.5,Fortune Street,Wii,68.0,7.6
3986,Spider-Man 2,DS,2004.0,Action,Activision,0.41,0.02,0.03,0.04,0.5,Spider-Man 2,DS,61.0,5.1
4019,Ridge Racer 3D,3DS,2011.0,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,0.5,Ridge Racer 3D,3DS,75.0,7.3
4022,Resident Evil: The Mercenaries 3D,3DS,2011.0,Action,Capcom,0.16,0.17,0.13,0.03,0.49,Resident Evil: The Mercenaries 3D,3DS,65.0,6.6
4023,Super Monkey Ball 3D,3DS,2011.0,Action,Sega,0.26,0.15,0.05,0.04,0.49,Super Monkey Ball 3D,3DS,55.0,5.4
4038,SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006.0,Platform,THQ,0.45,0.0,0.0,0.04,0.49,SpongeBob SquarePants: Creature from the Krusty Krab,DS,56.0,5.4
4046,Pokemon Art Academy,3DS,2014.0,Misc,Nintendo,0.18,0.12,0.16,0.03,0.49,Pokemon Art Academy,3DS,76.0,7.8
4050,Medal of Honor,PC,2010.0,Shooter,Electronic Arts,0.2,0.23,0.0,0.07,0.49,Medal of Honor,PC,72.0,6.5
4064,Sniper: Art of Victory,PC,2008.0,Shooter,City Interactive,0.0,0.45,0.0,0.03,0.49,Sniper: Art of Victory,PC,36.0,3.5
4072,Asphalt 3D,3DS,2011.0,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49,Asphalt 3D,3DS,43.0,5.4
4074,Steel Diver,3DS,2011.0,Action,Nintendo,0.31,0.1,0.05,0.03,0.49,Steel Diver,3DS,58.0,6.3
4077,Crash of the Titans,DS,2007.0,Action,Vivendi Games,0.42,0.02,0.0,0.04,0.49,Crash of the Titans,DS,73.0,6.9
4078,Far Cry 2,PC,2008.0,Action,Ubisoft,0.01,0.45,0.0,0.03,0.49,Far Cry 2,PC,85.0,6.0
4080,Harry Potter and the Order of the Phoenix,Wii,2007.0,Action,Electronic Arts,0.38,0.06,0.0,0.04,0.49,Harry Potter and the Order of the Phoenix,Wii,69.0,5.8
4089,Children of Mana,DS,2006.0,Role-Playing,Nintendo,0.16,0.01,0.29,0.02,0.48,Children of Mana,DS,65.0,6.4
4091,Active Life: Extreme Challenge,Wii,2009.0,Sports,Namco Bandai Games,0.15,0.27,0.0,0.06,0.48,Active Life: Extreme Challenge,Wii,56.0,
4092,The Sims 2: Pets,Wii,2007.0,Simulation,Electronic Arts,0.42,0.03,0.0,0.04,0.48,The Sims 2: Pets,Wii,65.0,7.0
4093,Mario Golf: World Tour,3DS,2014.0,Sports,Nintendo,0.15,0.14,0.17,0.03,0.48,Mario Golf: World Tour,3DS,78.0,8.0
4097,Silent Hill: Shattered Memories,Wii,2009.0,Action,Konami Digital Entertainment,0.23,0.19,0.01,0.05,0.48,Silent Hill: Shattered Memories,Wii,79.0,7.9
4106,Pinball Hall of Fame: The Williams Collection,Wii,2008.0,Misc,System 3 Arcade Software,0.42,0.03,0.0,0.04,0.48,Pinball Hall of Fame: The Williams Collection,Wii,82.0,8.1
4109,World of Warcraft: Warlords of Draenor,PC,2014.0,Action,Activision Blizzard,0.08,0.36,0.0,0.04,0.48,World of Warcraft: Warlords of Draenor,PC,87.0,4.2
4110,Rock Band Unplugged,PSP,2009.0,Misc,MTV Games,0.24,0.15,0.0,0.1,0.48,Rock Band Unplugged,PSP,79.0,8.4
4113,2010 FIFA World Cup South Africa,PSP,2010.0,Sports,Electronic Arts,0.09,0.24,0.03,0.12,0.48,2010 FIFA World Cup South Africa,PSP,69.0,7.3
4124,Football Manager 2015,PC,2014.0,Simulation,Sega,0.0,0.43,0.0,0.05,0.48,Football Manager 2015,PC,80.0,6.2
4126,Need for Speed: Hot Pursuit,Wii,2010.0,Racing,Electronic Arts,0.18,0.24,0.0,0.05,0.48,Need for Speed: Hot Pursuit,Wii,50.0,5.8
4130,FlingSmash,Wii,2010.0,Action,Nintendo,0.38,0.01,0.07,0.02,0.48,FlingSmash,Wii,48.0,7.4
4132,Spider-Man 3,Wii,2007.0,Platform,Activision,0.42,0.02,0.0,0.04,0.48,Spider-Man 3,Wii,53.0,5.4
4135,Tomb Raider: Underworld,Wii,2008.0,Action,Eidos Interactive,0.14,0.28,0.0,0.06,0.48,Tomb Raider: Underworld,Wii,70.0,7.5
4136,Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009.0,Role-Playing,Square Enix,0.12,0.06,0.27,0.02,0.48,Final Fantasy Crystal Chronicles: Echoes of Time,DS,75.0,7.5
4143,SimCity Creator,Wii,2008.0,Simulation,Electronic Arts,0.37,0.03,0.04,0.04,0.48,SimCity Creator,Wii,67.0,6.6
4146,Emergency Heroes,Wii,2008.0,Racing,Ubisoft,0.15,0.27,0.0,0.06,0.48,Emergency Heroes,Wii,41.0,5.2
4152,Bravely Second: End Layer,3DS,2015.0,Role-Playing,Nintendo,0.16,0.11,0.18,0.03,0.47,Bravely Second: End Layer,3DS,81.0,8.1
4159,MySims Racing,Wii,2009.0,Racing,Electronic Arts,0.19,0.23,0.0,0.05,0.47,MySims Racing,Wii,68.0,6.4
